,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
110,001206.SZ,20210706,61.95,63.1,61.06,62.36,62.45,-0.09,-0.1441,16735.78,103803.257
111,001206.SZ,20210705,61.36,63.88,60.02,62.45,61.08,1.37,2.243,20951.73,128399.4
112,001206.SZ,20210702,63.9,64.51,60.88,61.08,63.45,-2.37,-3.7352,22843.2,141787.055
113,001206.SZ,20210701,63.3,64.73,63.16,63.45,63.52,-0.07,-0.1102,16922.24,108422.788
114,001206.SZ,20210630,64.99,64.99,63.41,63.52,64.96,-1.44,-2.2167,18788.05,120119.029
115,001206.SZ,20210629,66.03,67.12,64.95,64.96,66.73,-1.77,-2.6525,14154.16,93030.162
116,001206.SZ,20210628,65.11,66.77,65.11,66.73,65.49,1.24,1.8934,18347.19,121249.821
117,001206.SZ,20210625,66.0,66.2,64.28,65.49,66.1,-0.61,-0.9228,24288.78,158113.944
118,001206.SZ,20210624,69.71,69.93,65.83,66.1,70.23,-4.13,-5.8807,36213.86,243965.815
119,001206.SZ,20210623,71.5,73.74,70.13,70.23,72.0,-1.77,-2.4583,24979.51,178574.875
120,001206.SZ,20210622,72.08,72.35,71.25,72.0,72.99,-0.99,-1.3564,25289.47,181522.717
121,001206.SZ,20210621,69.64,74.09,69.64,72.99,69.63,3.36,4.8255,47600.68,344820.955
122,001206.SZ,20210618,70.17,70.5,68.61,69.63,70.88,-1.25,-1.7635,21792.78,151331.632
123,001206.SZ,20210617,69.88,71.55,69.26,70.88,69.78,1.1,1.5764,24294.47,171734.25
124,001206.SZ,20210616,69.44,70.5,68.51,69.78,69.34,0.44,0.6346,22955.32,159803.321
125,001206.SZ,20210615,72.8,72.96,69.01,69.34,72.38,-3.04,-4.2001,29078.99,204501.62
126,001206.SZ,20210611,75.7,75.9,72.34,72.38,75.7,-3.32,-4.3857,32988.82,242986.246
127,001206.SZ,20210610,75.44,76.95,75.11,75.7,76.03,-0.33,-0.434,29473.91,223743.3
128,001206.SZ,20210609,79.1,79.44,75.91,76.03,80.25,-4.22,-5.2586,39212.56,303070.785
129,001206.SZ,20210608,79.04,81.75,77.81,80.25,79.4,0.85,1.0705,35518.83,283289.328
130,001206.SZ,20210607,82.0,82.29,78.88,79.4,80.99,-1.59,-1.9632,37412.41,300835.001
131,001206.SZ,20210604,80.52,81.63,79.57,80.99,81.05,-0.06,-0.074,31645.39,255610.082
132,001206.SZ,20210603,83.0,83.8,80.51,81.05,84.54,-3.49,-4.1282,55537.97,452665.484
133,001206.SZ,20210602,89.0,92.8,84.54,84.54,90.88,-6.34,-6.9762,73848.51,655595.962
134,001206.SZ,20210601,90.79,92.6,88.01,90.88,89.28,1.6,1.7921,67604.12,612357.73
135,001206.SZ,20210531,92.68,93.66,89.28,89.28,99.2,-9.92,-10.0,91267.83,832342.089
136,001206.SZ,20210528,98.0,101.58,92.2,99.2,102.38,-3.18,-3.1061,128736.67,1238508.612
137,001206.SZ,20210527,111.8,115.8,102.38,102.38,113.76,-11.38,-10.0035,147895.54,1605949.514
138,001206.SZ,20210526,110.99,113.76,108.6,113.76,103.42,10.34,9.9981,58750.35,657008.365
139,001206.SZ,20210525,103.42,103.42,103.42,103.42,94.02,9.4,9.9979,46017.11,475908.951
140,001206.SZ,20210524,94.02,94.02,94.02,94.02,85.47,8.55,10.0035,2238.82,21049.385
141,001206.SZ,20210521,85.47,85.47,85.47,85.47,77.7,7.77,10.0,1700.67,14535.626
142,001206.SZ,20210520,77.7,77.7,77.7,77.7,70.64,7.06,9.9943,683.64,5311.882
143,001206.SZ,20210519,70.64,70.64,70.64,70.64,64.22,6.42,9.9969,663.13,4684.35
144,001206.SZ,20210518,53.52,64.22,53.52,64.22,44.6,19.62,43.991,3065.86,19627.744
